#SampleID	split-libraries	adaptor-clean-up	cr_silva_seqs	cr_gg_seqs	or_gg_seqs	deblur_100nt_seqs	deblur_150nt_seqs
1774.L4.2Milk.Puer	30388	29926	23772	23557	30126	17710	0
1774.L501.Oral.Puer	41253	41235	39649	39276	41043	23760	0
1774.L503.Skin.Puer	68086	67641	55004	54614	66116	38892	0
1774.L504.Skin.Puer	14	12	10	9	12	0	0
1774.L505.Skin.Puer	62268	61951	57483	57141	61127	34991	0
1774.L506.Inte.Puer	36152	34294	32060	31755	34514	19690	0
1774.L507.Vagi.Puer	32904	32107	30792	30653	32262	20814	0
1774.L509.Oral.Puer	23203	21467	20770	20585	22754	12092	0
1774.L510.Skin.Puer	55622	55605	53632	53352	55297	32751	0
1774.L511.Skin.Puer	47095	47062	45790	45502	46841	27756	0
1774.L512.Skin.Puer	74846	74695	71568	70747	74184	42738	0
1774.L513.Oral.Puer	8	8	1	1	8	0	0
1774.L514.Oral.Puer	25373	25353	24681	24574	25260	15651	0
1774.L515.Skin.Puer	11	9	5	5	8	0	0
1774.L517.Skin.Puer	11347	6391	5780	5733	10513	3366	0
1774.L518.Skin.Puer	46410	45617	43855	43371	45813	25341	0
1774.L519.Skin.Puer	56403	52573	50366	49641	55118	31019	0
1774.L520.Inte.Puer	39843	39831	37947	37649	39315	21866	0
1774.L522.Oral.Puer	27165	27149	25624	25335	26971	14296	0
1774.L523.Skin.Puer	26944	26853	25464	25001	26679	15363	0
1774.L524.Skin.Puer	94597	93509	91643	91239	94031	56855	0
1774.L525.Inte.Puer	33305	33199	31605	30852	33012	19109	0
1774.L526.Vagi.Puer	43143	43039	41896	41885	42829	29759	0
1774.L527.Areo.Puer	32639	32097	30902	30354	32294	18005	0
1774.L528.Oral.Puer	32411	32383	30795	30415	32140	17207	0
1774.L529.Skin.Puer	66936	66790	64367	63489	66437	37360	0
1774.L531.Skin.Puer	53159	48375	46871	46572	51758	28952	0
1774.L532.Skin.Puer	18309	17223	14663	14537	17222	9349	0
1774.L533.Skin.Puer	32555	32350	31259	30953	32229	18933	0
1774.L534.Inte.Puer	40005	39875	37057	33683	39459	22467	0
1774.L535.Vagi.Puer	36440	35980	34450	33909	36035	21201	0
1774.L538.Skin.Puer	55924	55136	52731	52253	55291	31695	0
1774.L539.Skin.Puer	5	5	3	3	5	0	0
1774.L540.Skin.Puer	13	13	7	7	12	0	0
1774.L541.Areo.Puer	36568	36561	35177	34747	36394	21370	0
1774.L543.Inte.Puer	39968	39818	37106	37019	39311	23475	0
1774.L556.Skin.Puer	54847	53420	51010	50528	53940	29873	0
1774.L557.Skin.Puer	45389	45066	41954	41522	44227	22706	0
1774.L558.Inte.Puer	16	16	9	8	16	0	0
1774.L559.Areo.Puer	39321	39272	37812	37293	39079	21529	0
1774.L560.Oral.Puer	37812	37783	36173	35533	37622	21720	0
1774.L562.Oral.Puer	37145	37100	35429	35120	36879	19773	0
1774.L563.Areo.Puer	32851	32847	31958	31657	32719	19524	0
1774.L564.Areo.Puer	39346	38832	37077	36584	38785	21514	0
1774.L565.Inte.Puer	60856	60849	57192	56597	60485	36685	0
1774.L567.Oral.Puer	37798	37794	35792	35577	37576	20345	0
1774.L574.Oral.Puer	33705	33648	32148	31969	33490	18856	0
1774.L575.Skin.Puer	73306	72711	69043	68663	72237	41806	0
1774.L576.Skin.Puer	63469	62632	59610	58696	62664	35365	0
1774.L577.Skin.Puer	3	3	1	1	2	0	0
1774.L578.Inte.Puer	74315	74115	69021	67985	73362	40035	0
1774.L579.Vagi.Puer	37842	37772	35719	35307	37495	24404	0
1774.L580.Areo.Puer	49748	49687	47323	46716	49470	31058	0
1774.L581.Oral.Puer	30495	30478	28835	28219	30368	19679	0
1774.L582.Skin.Puer	87617	87423	82985	82221	86844	51614	0
1774.L583.Areo.Puer	52213	52175	49917	49322	51855	28237	0
1774.L584.Skin.Puer	10	10	2		9	0	0
1774.L585.Skin.Puer	77270	76862	74201	73220	76669	45944	0
1774.L586.Areo.Puer	32320	32252	28955	28561	32047	18938	0
1774.L587.Oral.Puer	43036	43020	40593	39802	42805	24809	0
1774.L588.Inte.Puer	3	3	3	3	3	0	0
1774.L589.Oral.Puer	39403	39274	37403	36861	39104	23184	0
1774.L590.Skin.Puer	31311	28920	27500	27165	29988	15953	0
1774.L591.Skin.Puer	29128	27635	26478	26267	28664	15585	0
1774.L592.Skin.Puer	55197	55159	50760	49979	54078	28366	0
1774.L593.Inte.Puer	36420	36325	34593	34285	36100	20927	0
1774.L603.Oral.Puer	40080	40052	37827	37520	39691	21245	0
1799.L1.L1	19597	19505	10302	8858	19165	13700	12560
1799.L2.L2	19223	19218	11278	9206	18859	13364	12013
1799.L3.L3	34068	33994	21470	17725	33390	24204	21703
1799.L4.L4	22810	22793	12285	11505	22479	15793	14350
1799.L5.L5	23750	23633	13891	11385	23207	16241	14349
1799.L6.L6	24873	24872	15089	11860	24499	17806	15635
1799.L7.L7	21604	21539	11805	9850	21221	14982	13595
1799.L8.L8	21557	21557	12072	10957	21205	15452	14405
1799.L9.L9	22651	22603	14363	11820	22245	15849	14744
1799.L10.L10	23455	23400	13440	11549	23038	16574	15274
1799.D1.D1	19305	19123	11325	9268	18830	13509	12059
1799.D2.D2	16747	16466	10392	9649	16155	12083	11134
1799.D3.D3	16356	16339	10210	9380	16073	11483	10423
1799.D4.D4	14634	14600	9046	7670	14352	9790	8738
1799.D5.D5	16521	16449	9685	8120	16141	11318	10061
1799.D6.D6	23069	22939	13805	11989	22499	16265	14930
1799.D7.D7	21107	21094	13751	11569	20777	15520	14086
1799.D8.D8	17639	17399	9956	8932	17139	12228	11024
1799.D9.D9	20111	19640	11581	10266	19284	13763	12541
1799.D10.D10	21182	20941	12990	10559	20528	14817	13426
1799.1.N.SD.whole.fly1	21630	21169	15272	14186	20728	15488	13906
1799.2.N.SD.whole.fly2	16304	16197	9551	8717	15877	11840	10589
1799.3.N.SD.Soup1	0	0					
1799.4.N.SD.Soup2	0	0					
1799.5.N.SD1	13701	13677	8848	7702	13481	9967	8815
1799.6.N.SD2	13543	13511	7664	6463	13257	9193	8008
1799.7.N.SD3	16954	16816	9593	8557	16625	11935	10742
1799.8.N.SD4	15686	15662	9005	8396	15461	11195	10181
1799.9.N.SD5	22537	22490	14404	12412	22141	16208	14812
1799.10.N.SD6	19112	19077	12071	10601	18763	13568	12189
1799.11.N.SD7	23069	23068	13289	11184	22699	16231	14875
1799.12.N.SD8	27211	27056	14423	12512	26592	19284	17697
1799.13.N.SD9	21520	21495	13797	12157	21146	15159	13531
1799.14.N.SD10	20039	20030	11349	9942	19675	14847	13465
1799.15.N.SD11	20778	20665	13207	10265	20340	14661	13330
1799.16.N.SD12	18489	18430	11070	9012	18156	13014	11778
1799.17.N.SD13	18469	18115	12476	10690	17776	13436	12049
1799.18.N.SD14	17340	17271	10895	9071	16939	12238	11032
1799.19.N.SD15	29376	29368	16287	15653	28870	21328	18890
1799.20.N.SD16	56792	56640	31514	29116	55826	40136	36865
1799.21.N.SD17	20196	20180	17537	16679	19506	13821	12182
1799.22.N.SD18	17481	17467	10373	9192	17183	12648	10943
1799.23.N.SD19	22725	22672	13157	11452	22325	15907	14488
1799.24.N.SD20	24159	23954	15431	12817	23537	17682	15558
1799.25.N.SD21	19011	18951	10739	10100	18624	13681	12565
1799.26.N.SD22	19426	19402	11552	10152	19162	13832	12170
1799.27.N.SD23	17939	17891	11489	8582	17550	12810	11871
1799.28.SD1.whole.fly1	15838	15822	8746	7268	15582	11046	10064
1799.29.SD1.whole.fly2	14938	14896	7713	6588	14624	10677	9600
1799.30.SD1.Soup1	17186	17105	10551	9361	16831	12077	11077
1799.31.SD1.Soup2	21301	21269	12624	10982	21000	15159	13799
1799.32.SD1	15755	15748	8846	7490	15494	11458	10295
1799.33.SD2	16321	16284	9187	8649	16041	11678	10554
1799.34.SD3	21504	21236	11595	10465	20896	15049	13814
1799.35.SD4	19523	19460	12003	11301	19194	13935	12651
1799.36.SD5	17489	17482	10825	9728	17208	12336	11043
1799.37.SD6	18895	18711	10933	8232	18427	13373	12077
1799.38.SD7	18236	18174	12192	9317	17834	12694	11492
1799.39.SD8	13032	13011	7762	6855	12814	9494	8642
1799.40.SD9	11087	11026	6634	6028	10838	8020	6937
1799.41.SD10	22930	22862	16155	14298	22304	16700	14845
1799.42.SD11	18421	18307	10867	9756	18008	13240	11851
1799.43.SD12	19908	19898	12649	9705	19573	14226	13073
1799.44.SD13	14785	14743	9379	8504	14482	10556	9338
1799.45.SD14	18823	18731	9876	9232	18349	13578	12318
1799.46.SD15	17556	17476	9852	8013	17223	12426	11327
1799.47.SD16	21042	21004	12936	11591	20755	15134	13300
1799.48.SD17	20559	20471	12393	10836	20058	14111	12853
1799.49.SD18	21332	21288	15090	13550	20794	15394	13563
1799.50.SD19	13241	13218	8219	7390	12942	9198	8157
1799.51.SD20	14606	14591	8793	7648	14369	10639	9373
1799.52.SD21	9337	9313	5227	4778	9156	6641	5966
1799.53.SD22	19840	19426	10332	9020	19112	14073	12646
1799.54.SD23	19826	19737	14360	13588	19348	14233	12542
1799.55.SD24	20053	20004	11369	7933	19688	14353	13018
1799.56.SD25	19367	19345	12225	10102	19030	13461	12191
1799.57.N.SD.Pum.whole.fly1	21932	21841	12375	9383	21480	15735	14154
1799.58.N.SD.Pum.whole.fly2	22121	22054	12847	11007	21629	15465	13971
1799.59.N.SD.Pum.Soup1	23177	23038	13302	12120	22671	16370	15036
1799.60.N.SD.Pum.Soup2	18369	18277	9940	7951	17937	12935	11471
1799.61.N.SD.Pum1	17178	17024	10260	8550	16689	12276	11239
1799.62.N.SD.Pum2	16720	16711	9985	8487	16453	11614	10799
1799.63.N.SD.Pum3	20129	20098	12939	11038	19772	14458	13044
1799.64.N.SD.Pum4	13549	13507	7674	6853	13305	9624	8471
1799.65.N.SD.Pum5	27688	27604	16305	14756	27147	20522	18729
1799.66.N.SD.Pum6	48973	48514	26794	24112	47883	34690	31314
1799.67.N.SD.Pum7	2	2	1	1	2	0	0
1799.68.N.SD.Pum8	25066	24977	16597	15338	24523	18159	16364
1799.69.N.SD.Pum9	19446	19334	10568	8698	18932	13306	12031
1799.70.N.SD.Pum10	51993	51873	29227	25658	51005	36708	33463
1799.71.N.SD.Pum11	23064	22754	13739	11916	22376	16257	14267
1799.72.N.SD.Pum12	19389	19337	10659	9916	19008	12686	11766
1799.73.N.SD.Pum13	19035	19002	11263	9919	18720	13313	11978
1799.74.N.SD.Pum14	20378	20371	11062	8591	20006	14099	12644
1799.75.N.SD.Pum15	15874	15822	10005	8814	15530	11441	10149
1799.76.N.SD.Pum16	17385	17375	10504	8466	17118	12510	11109
1799.77.N.SD.Pum17	13896	13875	9364	8287	13666	10261	8988
1799.78.N.SD.Pum18	15140	15133	9008	7309	14864	10854	9813
1799.79.N.SD.Pum19	10804	10792	6937	5858	10562	7327	6334
1799.80.N.SD.Pum20	25911	25852	14537	12341	25351	18627	17174
1799.81.N.SD.Pum21	18033	17973	6975	5968	17690	13335	11771
1799.82.N.SD.Pum22	20186	20158	17085	16756	19842	15437	13314
1799.83.N.SD.Pum23	17253	17180	13438	12692	16869	12976	11384
1799.84.N.SD.Pum24	15427	15248	9460	8886	15006	11123	10061
1799.85.N.SD.Pum25	29935	29855	18681	15542	29391	21324	19470
1799.86.N.SD.Pum26	29057	28898	17498	14556	28430	21448	19367
1799.87.N.SD.Pum27	24604	24590	16460	14266	24187	17241	15599
1799.88.N.SD.Pum28	27077	27026	15439	12791	26574	18646	17306
1799.89.N.SD.Pum29	22124	22109	12870	11143	21760	15874	13863
1799.90.N.SD.Pum.whole.fly1	20477	20432	12338	10252	20136	15178	13650
1799.91.N.SD.Pum.whole.fly2	24457	24292	15240	13512	23857	17367	15644
1799.92.N.SD.Pum.Soup1	26031	25969	17849	15257	25537	18399	16232
1799.93.N.SD.Pum.Soup2	23753	23628	14732	12626	23265	17131	15361
1799.94.SD.Pum1	25720	25652	16875	14944	25283	19126	16968
1799.95.SD.Pum2	26362	26085	17752	15749	25741	18775	17213
1799.96.SD.Pum3	26290	26148	14303	12456	25629	18178	16681
1799.97.SD.Pum4	28450	28396	17172	14921	27889	20871	18915
1799.98.SD.Pum5	30369	30316	16114	13965	29846	21212	19183
1799.99.SD.Pum6	28432	27611	16825	13918	27165	20012	18679
1799.100.SD.Pum7	29387	29360	19946	16717	28852	20607	18693
1799.101.SD.Pum8	13174	13135	7163	6144	12928	9492	8716
1799.102.SD.Pum9	12253	12245	6909	5718	12017	8767	7926
1799.103.SD.Pum10	21258	21177	12524	10720	20841	15051	13820
1799.104.SD.Pum11	27360	27357	13792	12299	26851	19408	17356
1799.105.SD.Pum12	19016	18973	12798	11252	18627	14028	12426
1799.106.SD.Pum13	27559	27528	16582	14825	27055	19324	17649
1799.107.SD.Pum14	20621	20536	12592	10061	20213	14862	13611
1799.108.SD.Pum15	4413	4400	2614	2348	4329	3072	2646
1799.109.SD.Pum16	27455	27451	13204	12355	26934	19598	17594
1799.110.SD.Pum17	13159	13121	7567	6195	12918	9393	8508
1799.111.SD.Pum18	13417	13355	8395	7384	13166	9419	8703
1799.112.SD.Pum19	26323	26247	15319	13400	25801	19309	17660
1799.113.SD.Pum20	14189	14117	9047	8018	13738	9986	9104
1799.114.SD.Pum21	13776	13753	10951	10541	13548	10612	9320
1799.115.SD.Pum22	10074	10066	5818	4775	9883	7361	6484
1799.116.SD.Pum23	13533	13326	8219	7091	13147	9365	8530
1799.117.SD.Pum24	12460	12387	7341	7138	12181	8977	8034
1799.118.SD.Pum25	20226	20160	11611	10899	19907	14614	13101
1799.119.SD.Pum26	17177	17165	10067	8755	16921	11820	10841
1799.120.SD.Pum27	14587	14530	7899	6667	14315	10402	9474
1799.121.SD.Pum28	21420	21183	12042	10339	20857	15073	14202
1799.122SD.Pum16	25105	25082	15349	14046	24672	17912	16746
1799.123SD.Pum17	23425	23299	14623	13163	22915	16323	15168
1799.124SD.Pum18	25279	25224	15191	13023	24753	18139	16299
1799.125SD.Pum19	11152	11107	6472	5313	10943	7933	6981
1799.126SD.Pum20	24987	24933	15659	12369	24520	18145	16220
1799.127SD.Pum21	10478	10474	6437	5518	10293	7572	6710
1799.128SD.Pum22	14239	13884	7993	6560	13686	10062	9107
1799.129SD.Pum23	12569	12564	7479	6784	12318	8868	7823
1799.130SD.Pum24	14551	14445	8994	7776	14170	10360	9080
1799.131SD.Pum25	27431	27409	14956	13224	26977	19679	17585
1799.132SD.Pum26	23750	23679	14198	13180	23308	17588	15813
1799.133SD.Pum27	27177	27169	15758	14262	26732	19740	17341
1799.134SD.Pum28	21603	21536	15804	14128	21177	15731	14493
1799.135SD.Pum29	8	8	2	2	8	0	0
1799.136SD.Pum30	24356	24321	14501	11748	23938	17365	15637
1883.vacant.Crump.Artic.LTREB.main.lane1.NoIndex	73475	73475	61872	63215	72165	41077	341
1883.2011.561.Crump.Artic.LTREB.main.lane3.NoIndex	51556	51548	44171	41980	50397	29418	4806
1883.2011.532.Crump.Artic.LTREB.main.lane4.NoIndex.r	13	13			13	0	0
1883.2011.528.Crump.Artic.LTREB.main.lane4.NoIndex.r	16	16			16	0	0
1883.2011.518.Crump.Artic.LTREB.main.lane4.NoIndex	15	15			14	0	0
1883.2011.504.Crump.Artic.LTREB.main.lane4.NoIndex	14	14			14	0	0
1883.2011.492.Crump.Artic.LTREB.main.lane4.NoIndex	73336	73335	58486	56809	71334	35295	5014
1883.2011.48.Crump.Artic.LTREB.main.lane4.NoIndex	66876	66871	41517	40418	65784	41128	5530
1883.2011.468.Crump.Artic.LTREB.main.lane4.NoIndex	63441	63440	48853	48794	62548	35873	5516
1883.2011.459.Crump.Artic.LTREB.main.lane4.NoIndex	70611	70610	47431	46575	68993	37126	5184
1883.2011.45.Crump.Artic.LTREB.main.lane4.NoIndex	77586	77581	53350	51860	74660	35397	4472
1883.2011.442.Crump.Artic.LTREB.main.lane4.NoIndex	103223	103220	74688	68238	101515	59513	8073
1883.2011.437.Crump.Artic.LTREB.main.lane4.NoIndex	116	116	1	1	114	0	0
1883.2011.421.Crump.Artic.LTREB.main.lane4.NoIndex	82981	82978	63628	61598	81717	47789	5788
1883.2011.416.Crump.Artic.LTREB.main.lane4.NoIndex	94025	94022	66504	63578	92430	51421	6843
1883.2011.415.Crump.Artic.LTREB.main.lane4.NoIndex	94926	94922	68027	64577	91289	45007	5664
1883.2011.405.Crump.Artic.LTREB.main.lane4.NoIndex	59685	59682	44428	44016	58776	32154	4393
1883.2011.402.Crump.Artic.LTREB.main.lane4.NoIndex	61	61	34	33	60	4	0
1883.2011.338.Crump.Artic.LTREB.main.lane4.NoIndex	22	22	6	5	22	0	0
1883.2011.319.Crump.Artic.LTREB.main.lane4.NoIndex	85236	85231	66571	62921	81660	36031	4751
1883.2011.309.Crump.Artic.LTREB.main.lane4.NoIndex	79711	79710	60577	56949	76789	36334	4206
1883.2011.218.Crump.Artic.LTREB.main.lane4.NoIndex	72747	72741	54550	52561	71093	37296	4661
1883.2011.217.Crump.Artic.LTREB.main.lane4.NoIndex	262571	262552	198228	194884	258076	137414	18964
1883.2011.198.Crump.Artic.LTREB.main.lane4.NoIndex	46411	46316	30717	29540	43278	15415	1622
1883.2011.189.Crump.Artic.LTREB.main.lane3.NoIndex	111954	111941	70230	67493	110384	69161	11641
1883.2011.185.Crump.Artic.LTREB.main.lane3.NoIndex	62729	62729	33012	31315	61587	41571	5728
1883.2011.165.Crump.Artic.LTREB.main.lane3.NoIndex	91121	91115	65391	62553	89265	50651	8076
1883.2011.163.Crump.Artic.LTREB.main.lane3.NoIndex	110210	110197	81999	79154	108772	65843	10016
1883.2011.161.Crump.Artic.LTREB.main.lane3.NoIndex	87285	87280	59302	56381	86101	52837	9232
1883.2011.139.Crump.Artic.LTREB.main.lane3.NoIndex	123266	123256	55023	55414	118300	63366	8669
1883.2011.126.Crump.Artic.LTREB.main.lane3.NoIndex	144760	144744	84088	79263	139076	66155	10481
1883.2011.115.Crump.Artic.LTREB.main.lane3.NoIndex	122793	122789	90826	88506	121027	74049	13097
1883.2011.114.Crump.Artic.LTREB.main.lane3.NoIndex	122226	122214	87254	84244	120293	69707	12484
1883.2011.556.Crump.Artic.LTREB.main.lane4.NoIndex	37	37			35	0	0
1883.2011.547.Crump.Artic.LTREB.main.lane4.NoIndex	61	61	2	2	60	0	0
1883.2011.084.Crump.Artic.LTREB.main.lane3.NoIndex	48069	48067	35699	35158	47512	27758	4887
1883.2011.083.Crump.Artic.LTREB.main.lane3.NoIndex	48768	48768	33775	32529	47992	28023	4636
1883.2011.066.Crump.Artic.LTREB.main.lane3.NoIndex	57465	57464	39906	38489	56747	32674	5901
1883.2011.059.Crump.Artic.LTREB.main.lane3.NoIndex	47967	47966	36402	35124	47457	28192	4876
1883.2011.053.Crump.Artic.LTREB.main.lane3.NoIndex	49774	49772	36219	34814	49228	29457	4901
1883.2011.049.Crump.Artic.LTREB.main.lane3.NoIndex	41211	41206	26211	24566	40222	22524	3185
1883.2011.046.Crump.Artic.LTREB.main.lane3.NoIndex	48854	48853	34185	33955	48289	27861	5194
1883.2011.043.Crump.Artic.LTREB.main.lane3.NoIndex	54062	54057	34517	33594	52653	29446	4141
1883.2011.042.Crump.Artic.LTREB.main.lane3.NoIndex	65763	65761	52496	51763	64926	38175	6873
1883.2011.039.Crump.Artic.LTREB.main.lane3.NoIndex	54875	54875	40493	39664	54222	31224	5734
1883.2011.037.Crump.Artic.LTREB.main.lane3.NoIndex	44431	44422	28494	26333	43379	24511	3542
1883.2010.371.Crump.Artic.LTREB.main.lane4.NoIndex	22	22	12	11	20	0	0
1883.2010.356.Crump.Artic.LTREB.main.lane3.NoIndex	91264	91262	65096	59314	88852	48265	8164
1883.2010.300B.Crump.Artic.LTREB.main.lane3.NoIndex	96769	96742	70563	66302	91426	43114	6167
1883.2010.300A.Crump.Artic.LTREB.main.lane3.NoIndex	93168	93156	66586	62579	87478	39384	5797
1883.2010.293B.Crump.Artic.LTREB.main.lane3.NoIndex	104528	104460	70853	65801	98001	41992	5423
1883.2010.292A.Crump.Artic.LTREB.main.lane3.NoIndex	112834	112829	78881	73013	104621	48978	7022
1883.2010.281.Crump.Artic.LTREB.main.lane3.NoIndex	24	24	2	2	24	0	0
1883.2010.278.Crump.Artic.LTREB.main.lane3.NoIndex	214800	214795	174060	170657	212549	131241	21645
1883.2010.267.Crump.Artic.LTREB.main.lane3.NoIndex	30	30	2	2	30	0	0
1883.2010.251.Crump.Artic.LTREB.main.lane3.NoIndex	28	28	1	1	28	0	0
1883.2010.239.Crump.Artic.LTREB.main.lane3.NoIndex	14	14	1	1	14	0	0
1883.2010.238.Crump.Artic.LTREB.main.lane3.NoIndex	18	18			18	0	0
1883.2010.229.Crump.Artic.LTREB.main.lane3.NoIndex	203203	203198	129968	126330	198997	115312	18252
1883.2010.222.Crump.Artic.LTREB.main.lane3.NoIndex	129947	129940	101716	99798	127562	76715	11994
1883.2010.218.Crump.Artic.LTREB.main.lane3.NoIndex	39	39	23	22	38	7	0
1883.2011.289.Crump.Artic.LTREB.main.lane4.NoIndex	88943	88941	64699	59513	85028	39270	4874
1883.2011.288.Crump.Artic.LTREB.main.lane4.NoIndex	94236	94236	70138	64476	90981	43388	5441
1883.2011.275.Crump.Artic.LTREB.main.lane4.NoIndex	92131	92126	67503	65504	90581	48652	6332
1883.2011.262.Crump.Artic.LTREB.main.lane4.NoIndex	106349	106345	75363	72005	104699	58328	7948
1883.2011.257.Crump.Artic.LTREB.main.lane4.NoIndex	79139	79135	61987	64159	77828	41636	5996
1883.2011.25.Crump.Artic.LTREB.main.lane4.NoIndex	78227	78222	57745	55229	77018	40918	5017
1883.2011.243.Crump.Artic.LTREB.main.lane4.NoIndex	89248	89244	71714	70653	88018	47895	6922
1883.2011.236.Crump.Artic.LTREB.main.lane4.NoIndex	95453	95442	69917	64404	93184	49172	6104
1883.2011.235.Crump.Artic.LTREB.main.lane4.NoIndex	90177	90174	64627	62482	88338	48962	6382
1883.2011.23.Crump.Artic.LTREB.main.lane4.NoIndex	117940	117937	83962	74553	114623	59141	8242
1883.2010.211.Crump.Artic.LTREB.main.lane3.NoIndex	261	261	161	163	255	130	11
1883.2010.205.Crump.Artic.LTREB.main.lane3.NoIndex	197940	197924	164162	163593	195388	121948	20722
1883.2010.204.Crump.Artic.LTREB.main.lane3.NoIndex	3736	3670	2982	2935	3711	2515	493
1883.2010.2.Crump.Artic.LTREB.main.lane3.NoIndex	33	33	5	5	32	0	0
1883.2010.188.Crump.Artic.LTREB.main.lane3.NoIndex	125918	125813	97491	93552	124129	78174	14217
1883.2010.183.Crump.Artic.LTREB.main.lane3.NoIndex	49	49	1	1	47	0	0
1883.2010.166.Crump.Artic.LTREB.main.lane3.NoIndex	22	22			22	0	0
1883.2010.159.Crump.Artic.LTREB.main.lane3.NoIndex	148302	148299	132796	131018	147217	84140	14492
1883.2010.147.Crump.Artic.LTREB.main.lane3.NoIndex	63	63	26	26	62	8	0
1883.2010.137.Crump.Artic.LTREB.main.lane3.NoIndex	15	15	4	4	15	0	0
1883.2010.136.Crump.Artic.LTREB.main.lane3.NoIndex	27	27	9	9	27	4	0
1883.2010.129.Crump.Artic.LTREB.main.lane3.NoIndex	53490	53348	39768	34668	52280	31605	5703
1883.2010.128.Crump.Artic.LTREB.main.lane3.NoIndex	88	88	1	1	88	0	0
1883.2010.125.Crump.Artic.LTREB.main.lane3.NoIndex	28	28			28	0	0
1883.2010.121.Crump.Artic.LTREB.main.lane3.NoIndex	45	45	19	15	45	6	0
1883.2010.12.Crump.Artic.LTREB.main.lane3.NoIndex	18	18			18	0	0
1883.2010.115.Crump.Artic.LTREB.main.lane3.NoIndex	24	24	1	1	24	0	0
1883.2010.076.Crump.Artic.LTREB.main.lane3.NoIndex	147	147	3	2	142	0	0
1883.2010.065.Crump.Artic.LTREB.main.lane3.NoIndex	32	32			31	0	0
1883.2010.042.Crump.Artic.LTREB.main.lane3.NoIndex	71	71	1	1	69	0	0
1883.2010.04.Crump.Artic.LTREB.main.lane3.NoIndex	18	18			18	0	0
1883.2010.031.Crump.Artic.LTREB.main.lane3.NoIndex	19	19			19	0	0
1883.2010.026.Crump.Artic.LTREB.main.lane3.NoIndex	28	28	1	1	28	0	0
1883.2010.015.Crump.Artic.LTREB.main.lane3.NoIndex	50	50	1	1	46	0	0
1883.2009.389.Crump.Artic.LTREB.main.lane4.NoIndex	90555	90549	70499	67200	88067	49384	4858
1883.2009.38.Crump.Artic.LTREB.main.lane3.NoIndex	48698	48688	35965	35143	48150	32680	5290
1883.2009.373.Crump.Artic.LTREB.main.lane3.NoIndex	82632	82630	49584	47066	80922	48178	6655
1883.2010.352.Crump.Artic.LTREB.main.lane3.NoIndex	52795	52795	37683	34898	51416	29702	5125
1883.2010.343.Crump.Artic.LTREB.main.lane3.NoIndex	81602	81600	58437	56894	78751	40430	6373
1883.2010.335.Crump.Artic.LTREB.main.lane3.NoIndex	145	145	71	69	144	22	0
1883.2009.369.Crump.Artic.LTREB.main.lane3.NoIndex	86319	86310	64329	62227	85717	57570	10073
1883.2009.359.Crump.Artic.LTREB.main.lane3.NoIndex	42725	42682	36057	34702	42372	28398	4424
1883.2009.356.Crump.Artic.LTREB.main.lane3.NoIndex	43164	43143	36888	36734	42914	29573	4927
1883.2009.351.Crump.Artic.LTREB.main.lane3.NoIndex	59636	59633	51156	50920	59235	40315	6569
1883.2009.348.Crump.Artic.LTREB.main.lane3.NoIndex	38788	38776	34854	34741	38517	26054	4272
1883.2009.343.Crump.Artic.LTREB.main.lane3.NoIndex	93544	93541	65461	62200	92740	59111	10039
1883.2009.332.Crump.Artic.LTREB.main.lane3.NoIndex	78002	78001	53942	53193	76675	49105	6850
1883.2009.322.Crump.Artic.LTREB.main.lane3.NoIndex	100363	100361	70384	65223	95147	44617	6545
1883.2009.301.Crump.Artic.LTREB.main.lane3.NoIndex	49595	49591	38430	37103	49098	32849	4851
1883.2009.292.Crump.Artic.LTREB.main.lane3.NoIndex	853	853	499	463	836	241	2
1883.2009.29.Crump.Artic.LTREB.main.lane3.NoIndex	117077	117073	58121	54603	113091	58663	7237
1883.2009.282.Crump.Artic.LTREB.main.lane2.NoIndex	55	55	33	32	50	0	0
1883.2009.277.Crump.Artic.LTREB.main.lane2.NoIndex	241	187	103	100	229	19	0
1883.2009.273.Crump.Artic.LTREB.main.lane2.NoIndex	108501	108498	74825	70514	101834	42832	334
1883.2009.267.Crump.Artic.LTREB.main.lane2.NoIndex	77105	77100	47787	44100	74072	31903	204
