SampleID	Number of novel OTUs	Percent novel sequences
L2S94.274742	746	3.5282775031282694
L1S50.274303	746	7.1880235637464196
L1S360.273952	743	6.893923789907312
SC1y.609551	743	45.954902852686985
44923SDZ3.A7.Pnem.stom.609954	743	5.6800644938385352
L1S28.273497	743	7.7146797041494297
L3S322.274182	743	21.242982112547327
IE2x.609481	743	36.65821532372766
L1S252.274163	742	5.4654412400242016
L6S112.273612	742	10.890594219517215
IM4y.609630	742	24.136391313172314
L6S153.273602	740	11.924119241192411
IM5x.609229	740	35.564971751412429
L3S323.273475	739	14.418723840437345
L1S182.274506	738	7.3418087258017923
TBH18Nov07.617778	738	48.954536735085362
L1S14.273420	737	6.0812152501985706
L1S11.274949	736	7.2938745231030095
L1S19.274514	736	9.5658496053178244
L6S177.273909	736	8.9128336084207902
L2S324.274843	735	11.792946097537788
IJ4z.609651	734	39.175559128782339
L4S282.273852	732	4.9702425393033129
44923SDZ3.B2.Pnem.stom.609865	732	4.9334419994566696
L4S166.274315	732	2.9147315913746459
L6S111.274582	731	16.048664550334902
L4S245.273426	730	4.819790465687503
L6S98.274592	729	8.8150189459180162
L6S99.273533	729	11.936610718241457
L1S353.275012	729	3.989184692179701
IJ4y.609568	728	36.767180925666196
L2S191.274169	727	3.9701448993484392
L3S291.273654	727	21.077150323826839
L1S99.273974	724	6.0933472275544336
L4S204.274577	724	4.6945440702077779
L4S286.274055	723	3.8114302872585326
L3S13.274353	723	27.231608354396702
L1S131.274927	723	6.7824934451263434
L4S279.273227	723	8.7853601633129195
L1S279.274262	722	8.4963129208079504
44923SDZ3.B8.Pnem.stom.609730	722	14.316361912839573
L6S127.274101	722	14.139202775298495
L1S267.273765	722	8.0247352334920752
L2S277.274780	721	12.220309810671257
L2S342.274987	720	9.8167888074616911
SD4x.609382	720	46.888963360142981
NSBE08June07.618047	720	50.180972078593591
L6S118.275090	720	9.8123974849644622
WSBH19June07.617798	719	36.200305810397552
L1S245.274903	719	5.9236209335219243
L4S221.275124	717	4.4432839393345951
WSBE03July07.618701	717	49.8948254101809
SB1z.609389	715	44.800822891340943
L1S379.273907	715	7.3820211088196048
L1S283.273819	715	5.5201543006421057
L6S113.273546	714	9.5361633921046973
L2S160.274499	713	5.9901222953904041
L3S362.275096	712	18.859957776213935
L3S295.274807	712	32.461456671982987
L1S71.275087	712	7.7401756031028901
L2S357.274102	712	6.5049298367630817
L1S77.274342	711	5.9796964831408301
L3S325.273412	710	21.80701305349373
L1S324.274332	709	11.899961859096605
L3S256.274419	709	12.298426267728773
SC2z.609369	708	17.090385041755969
L1S148.273970	708	5.0260981760600547
L4S104.274716	707	41.055058930706601
L3S292.273460	707	22.890068918766239
L6S59.273694	707	16.251198465963569
L1S153.275061	707	4.5743595111611235
L2S325.273636	706	17.293841235604514
SA3z.609492	706	38.088781044818724
2105BCDNA.486545	706	14.348637164473002
L3S360.273388	704	17.035623409669213
L3S296.274568	703	18.921925566343042
44568SDZ5.G2.Pnem.feces.609871	703	8.6470571420404188
L1S15.273775	703	6.9676373947877748
IL1z.609249	702	40.775520633703842
L3S49.274309	702	13.99346742307031
44568SDZ5.E8.Pnem.stom.609990	701	21.50998697351281
FBH19June07.618882	700	44.220391934109628
L1S109.273718	700	6.1580124808665957
FBH21June07.617978	699	46.73065386922616
L1S146.273215	698	6.326353833746527
L2S52.274510	698	3.405437677964545
L1S26.274537	698	5.8943531715808941
L2S383.274828	697	4.2306261624302541
L6S90.273221	695	7.026855109626891
L2S34.274160	695	5.2768899615158826
NSBH27June07.618476	694	46.181067531701565
L3S330.274669	694	17.699818346957311
44568SDZ5.F1.Pnem.stom.609700	694	18.830486713613197
L6S8.274695	693	7.5951647120041628
L3S368.273619	693	26.009930038366058
II1y.609415	692	65.72088173964849
L1S359.274297	692	6.4222480143829221
L1S375.275063	690	7.1410837316119427
WSBH22June07.617528	689	41.825813221406086
SB3x.609265	688	20.69044954913447
L1S20.274555	688	8.2235421166306697
NSBH19July07.618350	688	15.687820260149785
44923SDZ2.H8.Pnem.colon.609681	687	14.856788268722035
54323SDZ1.B8.Cguer.mesy.609855	687	13.402414028695059
L2S363.274385	687	13.020358553631114
L4S180.275094	686	3.8431227887791546
L1S17.274647	686	7.4798220612130732
L6S163.273624	686	11.692769791890152
L4S12.275133	685	2.6241508312737194
L1S93.274999	684	4.633194656192666
L6S95.273333	684	12.989903249232787
SB1y.609244	683	43.334880123743233
L1S6.274392	683	5.5067507812039382
54323SDZ1.C6.Cguer.ileum.609897	682	3.257685984769751
L2S326.273858	682	7.1151515151515143
SJ1x.609315	682	34.822745397935215
L6S191.275075	680	8.9253247285056752
L1S31.274299	680	6.0527402513126072
L2S382.274508	679	6.3647591601482087
L2S316.274480	679	34.582928450877105
WSBE31May07.617985	678	50.688360450563209
L1S78.274362	677	6.094043184809701
IA1x.609410	677	29.223545778627948
L2S233.274840	674	6.5683142266491261
L1S69.274960	674	6.155223251895535
L6S172.274496	673	15.280320585862983
L3S297.275024	673	21.128900315531144
L3S366.274441	672	25.768415474297829
L2S317.274723	671	9.3530554310473626
SA3x.609401	671	35.33507997793712
SSBH24July07.618345	670	57.529253788605402
L2S54.273803	670	3.4307910590096058
L1S36.273590	669	6.7520631304009564
L4S240.275147	669	4.1119446701562765
L4S234.273397	668	3.0994301938129696
L1S133.274859	668	4.7645139004693045
L1S29.274586	668	7.0923943040070645
L3S364.274972	667	16.260266940451746
L4S269.275022	667	4.7047453368126027
L4S171.273212	667	3.9336383686098952
L1S3.273687	665	5.7525240666823203
L3S349.273342	664	15.380935294821194
L6S159.274857	663	11.034631525277485
L1S276.273690	663	4.5484931946412814
L2S295.274733	663	28.339957199633144
L6S89.274529	661	12.707048724458952
L3S358.274034	661	16.102342158859472
45661SDZ2.F2.Pnem.duod.609967	661	17.850090830108208
SB4y.609556	660	24.486994715530848
L6S93.275077	660	9.4979107249452817
L3S306.274286	660	19.769250712989368
SH1x.609677	659	27.81476816027833
L6S94.274145	659	11.061460040868569
L6S205.273896	658	7.180618664802517
L6S170.274327	658	7.5142106837748894
L3S310.273940	657	24.646290096122691
L6S24.274579	657	11.670226212788213
L3S253.273835	657	15.245616383348951
L6S107.274679	656	15.137165542164386
L1S22.273337	656	6.4484583525080534
L6S185.274065	655	11.573031468601153
SB3z.609645	655	16.949578775304914
L1S354.274130	654	5.0018038447662736
L2S84.273312	654	3.3777402197146693
L3S5.273971	654	18.442816635160682
SA5z.609277	654	17.588406912250328
SA5x.609538	654	21.957117523778816
L3S60.273457	654	17.676211453744493
L1S217.273917	654	4.403995078526453
L1S91.273638	654	6.4866857090205468
L6S22.274357	653	15.901146962218748
L6S322.274909	653	12.932199348223511
L6S76.274544	652	10.102448017549182
L1S134.274174	651	5.0517417286109891
L2S56.274152	651	3.4906862854714995
L6S143.273966	651	19.419675334123173
SC2y.609362	651	17.758924546087954
L1S141.275086	650	6.020672484470488
L6S174.273222	650	7.5201244246411223
L6S1.273314	649	10.412204071749214
45187SDZ5.B4.Tfran.stom.609996	647	28.342395874208197
SB2x.609396	646	23.198813881295465
L6S184.273873	646	7.1323276993598679
44568SDZ5.D1.Pnem.stom.609850	646	28.322817016079789
L2S337.274370	645	6.867737770764597
L6S73.274181	645	8.7170665032756744
SB3y.609619	644	16.679909945702555
L2S313.274461	644	5.7513854878205954
L6S129.273418	643	8.4960740889873172
IC1y.609256	642	28.341793570219963
L6S280.273243	641	5.5382688506624396
L3S338.273995	641	16.816293715663942
IA3z.609454	640	32.748930971288942
L1S180.274231	640	7.2713080548800626
L3S255.275160	640	13.632398753894082
L2S40.274521	639	3.753384198867832
HKH20July07.618437	639	17.073170731707318
L6S151.273523	639	10.347886287914845
L6S110.273652	639	10.128792120952602
L6S154.274642	638	9.4063083954341806
L1S371.275038	637	6.2902019446522059
L6S39.274988	637	9.997962510187449
L3S370.274487	637	13.94211708735298
L3S89.273551	637	13.846153846153847
L2S68.274198	636	4.4891940240777455
L6S175.274874	635	8.5834151566544676
0206BCDNA.486593	634	11.053540587219343
L2S332.275144	634	18.436243686217914
L1S47.273623	634	6.5361702127659571
L1S140.274872	633	5.5241386532621215
L3S278.273760	632	26.931127279976081
L1S272.274746	632	3.52651554005539
L6S55.274291	631	20.289074616577633
L1S18.273422	631	5.9783130217829381
L1S107.274626	631	5.8673860396676982
L6S83.274310	631	8.2151685948778788
L3S284.274446	630	26.88150318213961
L6S281.273980	629	6.8683435304781328
L6S135.274645	629	11.949762866678377
L6S144.274226	629	10.725440618725367
L6S213.273439	627	10.657449267135647
L2S238.273484	627	5.8881000455936947
L6S67.274349	627	12.823483171634845
II1z.609351	627	68.657530510670213
SB4x.609550	626	27.635678574016374
SA3y.609452	623	34.063498027428139
L2S331.274731	622	13.944160440424696
L3S336.275081	621	17.581692155352624
44923SDZ2.H3.Pnem.stom.609965	621	6.6045756685731956
L3S263.274471	621	12.926311081292633
L3S194.273246	621	12.86115569823435
L2S245.274823	620	5.046693708140741
IE4z.609233	620	29.239920687376074
L6S251.274082	620	7.6696093254645659
L2S241.274532	619	5.2544318326744044
L6S286.275045	618	12.104806768379854
SJ1z.609422	617	22.881837825543045
L6S80.274951	617	15.362734389222647
IB1x.609409	616	43.482448630136986
L4S252.273716	616	20.773680827441126
SH1z.609364	616	29.66785616250343
L6S285.274793	615	9.4282572842221004
SSBE10Sept07.617952	615	67.640739149119028
L1S4.273385	614	5.7198180477010077
L2S128.274420	614	6.5406564941109799
L3S333.274099	614	18.081409779101516
L6S149.273610	613	9.318142808101614
L6S119.274806	613	11.848687754944971
L1S27.273969	613	7.4545328815434617
L3S282.273655	613	25.846624426480226
L6S157.273628	613	13.40497527237571
SSBE31July07.618800	611	56.24183006535948
L6S221.274106	611	8.4399798174395677
L6S26.275125	609	7.1952156488153323
L2S5.274932	609	2.5180837996451482
L6S216.274472	608	6.9483526466222054
L2S257.273450	608	3.6835186503806758
HKE24Aug07.618799	606	57.701238390092882
L6S122.274256	606	9.818200164813911
L2S304.274990	605	17.756914660092534
SB5x.609616	605	20.267349449672466
44899SDZ3.G2.Pnem.stom.609892	605	17.116526188055492
L3S15.274504	604	25.550708833151582
L6S136.274048	604	10.957375585806739
45187SDZ5.B7.Tfran.feces.609966	604	43.672928908383682
L6S180.273892	602	7.9139769606619348
L6S40.274664	602	10.877881314369789
SE2x.609599	602	19.064058304564636
L1S54.273348	601	6.5641355515920585
IL4x.609385	601	32.403485416918791
L6S58.274877	600	12.655015757377317
HKH26July07.618440	599	35.959271168274384
L3S272.273223	599	21.083992208089835
IA2x.609480	598	22.771872444807851
IC4x.609276	598	41.039145907473312
IG2x.609355	598	32.486718579433813
L6S86.273719	597	9.9193589547287289
L6S167.274782	597	5.2089867800469323
L6S223.273360	597	7.9352790895718828
L3S334.274682	597	23.04501459517591
SB1x.609658	596	47.918141906245573
SC3x.609372	596	18.809067251061499
L6S215.273292	595	9.2038972394553866
L6S121.273838	594	12.227280183727034
L6S287.274122	594	10.235283133373791
L2S242.274275	594	5.2000000000000002
SSBH17Sept07.618936	592	66.335650446871895
IE2z.609290	591	31.951168175121026
L6S2.273217	591	11.517913604744979
44568SDZ5.C7.Pnem.jeju.609807	590	16.633432226059046
L6S6.274839	590	12.572089777026779
IE4y.609330	590	30.427177934746048
SI1z.609617	588	36.825521858999608
L6S193.273265	588	10.493206376377447
L6S152.273283	587	15.633008713480267
L6S241.274583	587	10.6533801381497
L3S239.273231	587	17.408359258758285
L6S32.274863	586	12.52017138723499
L2S276.273904	586	5.4428380512695904
L2S48.274848	584	3.9130538522106373
L6S53.273341	584	9.9357274674925229
L6S208.275127	583	10.177130533814728
L3S308.273771	582	15.129909365558913
L6S243.274842	582	13.731295693169654
NSBH08June07.618876	582	41.87520854187521
L6S117.273808	581	16.552848678581231
L6S115.274148	581	16.283045362964771
II3y.609450	580	25.988142292490117
L3S317.275044	580	18.085783377879597
L6S72.273774	580	10.519876083617525
L6S258.273406	579	7.8298658807662527
L6S88.274346	579	8.902106865336858
L2S300.273787	578	19.528418369379057
L6S81.274087	577	13.893477499123993
SK1y.609597	577	45.859733449857984
L6S186.274465	577	9.0019871936409803
L6S200.274789	576	8.5373983378516503
L6S155.274812	576	10.608986180114117
SJ1y.609423	576	19.524435416417731
IA2z.609650	576	24.231094808126411
L3S332.273713	575	15.150665732305535
L3S23.273548	573	13.838357588357589
IG3x.609306	573	25.697786333012512
SD5y.609394	573	53.63095238095238
B3.5.12.06.486148	572	12.857591952216286
L6S148.274107	572	8.428301541836797
L1S7.274850	572	5.6575002584513596
SE2y.609611	571	16.646492593233038
L6S264.275010	570	10.512017176785049
IA3x.609432	570	31.090775988286968
L6S272.274378	570	7.6098846459824978
L6S190.274001	569	5.7419571876272597
L6S203.274690	569	5.0814934689631253
SC3y.609427	569	18.78194374000234
TBE04July08.618025	568	47.775016941495366
476.538587	568	42.903225806451609
L3S9.274798	568	12.255164294123944
L3S274.275030	567	26.108545034642034
L3S340.273643	567	17.455061494796595
L2S131.273525	567	11.540573649305115
2105T.486491	567	20.232282531405545
L6S237.273754	566	15.331155454753532
L1S70.274844	566	6.5645111860251308
IG2y.609646	566	31.097640464085519
L6S233.273250	565	12.671555215059648
SK2z.609257	565	23.599955990758058
L6S278.274387	565	5.1577431600994892
L3S347.273603	565	14.646324549237171
L3S12.274558	565	17.663929083561467
L6S61.273593	565	15.179436346842687
L6S128.273725	565	7.2730013783597514
L6S34.273693	565	9.3066693231060409
L6S71.274352	565	16.740701800499409
SE2z.609288	563	16.595314543941015
II1x.609488	563	72.17169629323412
L6S14.273416	563	10.130930341489528
ID3x.609579	563	28.225646451954233
L3S305.273611	562	17.291301809690601
L6S171.274002	562	15.250857831772235
L6S158.274025	561	11.938555926926423
L3S251.275013	561	13.96741400919092
L3S246.273437	561	20.267345639719924
L6S162.273390	560	10.717511510585332
L2S356.273913	559	6.248109434342755
L2S310.273814	559	45.321177826679246
L1S2.274869	559	6.6513339466421337
L6S224.274372	559	6.8591893063254181
IE2y.609281	559	33.625162127107657
L6S25.273778	559	6.8932670414943535
L6S17.273929	557	8.7083463095608842
L3S79.274670	557	18.753606462781306
L6S304.274961	557	8.3609366076527714
SB5z.609215	557	17.908736528319196
44923SDZ3.C3.Pnem.stom.609836	557	6.7729804006653653
L6S169.273893	557	5.241765595182037
44923SDZ3.C1.Pnem.stom.609894	557	7.8620003317299725
L1S172.273802	556	8.5574320852317491
L6S207.274313	556	6.9275428193632358
L6S139.274710	556	11.904712238469722
L6S147.273605	555	13.589427813565743
44923SDZ3.C4.Pnem.stom.609705	555	5.1572975760701389
L6S183.274176	555	6.1318892085519261
L1S370.274873	555	4.9289021617030606
L2S338.274929	555	7.6027888854711376
L6S194.274026	554	9.2817860282542473
L3S62.274808	554	12.771304546493031
L6S164.273607	553	7.4142863242389305
L6S124.274996	553	14.977303960354806
L6S120.274168	553	8.7336583849725127
B5.5.9.06.486175	553	12.705890503489965
L6S166.275126	552	4.903257084931024
L6S218.273500	552	10.277598141361883
IC1x.609636	552	26.436517069428461
L1S142.273722	552	4.5195508661061892
L6S244.274697	551	14.872076100483012
L4S37.274769	551	11.200044777790216
L4S242.275018	551	3.0241809509924398
L6S7.274056	550	7.0661742603169149
L6S33.275108	550	15.949227373068434
L3S93.274969	550	15.826925284058305
L2S104.274260	550	9.3462096057615867
L2S348.273779	550	6.7660389701415813
L6S181.274748	550	6.1529829811109034
L6S92.273367	550	8.7881256222282556
L6S142.275170	549	14.11734628659082
L6S206.273284	549	9.8109258037359783
L6S150.273688	549	11.322261258383904
L6S145.274619	548	11.436681036322506
L6S41.274886	548	12.545787545787546
L1S374.273604	548	6.9917276487432387
B6.5.7.06.486165	548	15.122423815395456
L6S231.274268	548	9.7232156403754022
L6S214.274085	547	8.0508067614291203
L6S323.273712	547	5.2683707287341432
L3S289.274683	546	12.228119471328961
L3S285.274320	546	20.225057771526174
SH1y.609322	546	39.903034264858093
L6S209.273736	546	5.8536270544703557
L6S138.274202	546	5.3797143150755318
L3S365.273520	546	17.181934748539678
L2S343.273349	545	9.3393331969727953
L3S327.273232	545	19.464591850191219
L6S292.275093	545	7.0377420653805327
L3S369.274712	545	11.1254851228978
SB5y.609418	545	16.712890847612172
IA2y.609266	545	22.219812002892265
IG1x.609304	544	47.466924814456277
L4S64.273421	544	41.805411380886262
IL1x.609375	543	33.58435815945834
L6S229.273733	542	12.852956226450202
L6S87.274373	542	9.0815079439691644
L5S66.274354	542	9.4386436472655841
IM2x.609366	542	38.179167771004508
L6S82.274714	542	14.190990656805694
SD4z.609502	541	41.17714812255241
SC3z.609496	541	16.869743589743592
L3S328.273207	541	13.859129245498062
L6S100.274915	541	8.9776389024509324
45661SDZ2.E7.Pnem.cecum.609702	541	9.1927988440660755
L6S179.273696	540	9.9525967381544049
L6S85.273934	540	9.3777456199286782
SSBH27June07.618786	540	42.220514790626204
L6S235.273558	539	9.1605295260470783
L6S310.274667	539	10.711176281904413
L2S349.273530	539	33.034020977667687
IM4x.609352	539	22.032814830598767
L6S239.274834	539	9.1676303422483585
L2S282.273560	538	12.73374613003096
L2S320.274818	538	3.0024173167783759
IG1z.609331	538	44.078611536498215
L6S178.273812	538	6.4762476063032093
L3S298.274359	537	19.102972945170251
SK2y.609455	537	23.265331053017345
L6S160.273469	536	8.2096990607628904
IA1z.609463	536	16.52873019626389
T.1.3.H.E.2.479638	536	67.880924402663538
L6S56.273489	536	14.589788816322638
L4S244.273659	536	3.7742889124881609
IB2x.609246	536	23.540489642184557
II3z.609302	535	34.218440548668674
L6S54.273242	535	15.82401487198265
L6S109.273521	535	6.4391738418467073
L6S225.275025	534	7.8231439165301371
L6S146.273477	534	11.125784087157479
IC4y.609264	533	44.814686525805335
ID4z.609621	533	27.847453288968516
L2S72.274803	532	3.3344213724357847
L6S63.274846	532	9.3108609624571965
L3S236.274861	532	8.9025951355754689
L3S367.274191	532	14.620689655172415
L6S309.273990	532	10.58406675048577
L3S260.273239	531	13.270485859318345
L6S282.273549	531	5.7547169811320753
L2S259.274404	531	3.8497754599449512
FBH07June07.618604	531	48.311951384199865
SI3z.609554	530	19.476563821986577
L6S156.274940	530	13.281854990375466
L6S125.273252	530	9.1659298555850288
L6S317.273332	530	11.569123893620139
L6S305.274155	530	10.548385593812608
L6S132.273296	529	13.735742446922899
IG3y.609608	527	25.864384021483723
45661SDZ2.F7.Pnem.jeju.609781	527	7.5711879675688376
L6S256.273788	527	10.372007198669612
WSBH29July07.617689	526	31.331775700934578
L6S131.274435	526	9.0237387445607684
L2S354.273307	525	4.5312557421630952
L6S141.273879	525	14.771994759934289
ID4y.609379	525	23.23645970937913
SE3z.609574	525	25.191415313225058
IL5z.609270	525	30.825736210402045
L2S10.274052	524	4.1388819252945606
IA1y.609486	524	13.53800758746663
L6S182.275154	524	5.8369773497764452
L6S23.274229	524	10.011038273523914
L3S280.273981	523	26.879937579245102
L1S334.273724	523	10.625683824839061
L3S363.273899	523	27.832206430246998
L2S319.273895	523	5.4595522209362652
L6S49.273796	523	12.646108800223086
MAH23Oct07.618235	522	9.91236022967664
L6S226.273830	522	10.133673645959508
L6S326.274564	521	4.338894944244152
L6S9.274973	521	8.5428601187376323
B5.5.10.06.486167	521	7.3976524477526482
L6S260.274994	521	7.4374243285315416
L6S283.274651	520	5.1557319741085728
L6S212.273900	520	6.9743613097135571
L3S335.274841	520	17.116320212295445
L6S47.273942	519	18.446626640887352
L6S246.273798	519	8.5815784968327335
L6S294.274706	519	8.4537621276884458
II3x.609655	519	30.586439938957927
L3S262.273446	518	10.581818181818182
L3S357.275119	518	13.350268134349422
L6S201.274222	518	5.1644027478268599
L6S210.274078	518	10.339829696922639
IC2x.609664	518	20.727447085416809
L6S302.275100	517	4.6699585410164435
L3S344.273768	517	12.176887987835784
L6S45.274617	517	10.707110791438279
L6S299.274187	517	9.4252765577659297
L6S312.273820	516	9.5602743587334391
L6S279.274116	516	6.2638384554069617
L6S165.273509	516	5.4560011302894011
L6S31.274336	516	7.6176604780121435
44568SDZ5.D3.Pnem.ileum.609712	516	9.7636176772867422
L1S1.275106	515	3.2278068897088459
L6S101.273266	515	12.866425729200891
L3S110.273905	515	15.746753246753247
L6S217.274225	515	7.1517377249861331
IL1y.609676	514	35.261993640259917
L6S298.274005	514	7.0279735397120495
SH2y.609593	514	17.575829524544428
IE5y.609511	514	56.240225211135439
L6S161.274725	514	8.6336596995579011
L6S189.275002	513	5.6045582659123632
L6S10.273559	513	16.396591045492737
44923SDZ3.A6.Pnem.stom.609782	513	5.4130040214954267
L6S222.274933	513	10.354962695003392
L6S284.273297	513	5.288248881899051
L6S199.274345	513	5.9473513162170946
IC2z.609531	512	19.456214689265536
IL2y.609588	512	24.219350331819768
L6S315.275155	511	6.5633259218861433
SG3y.609613	511	33.90584525284379
SK2x.609419	511	20.912523197030779
L2S57.273720	511	9.9014536698474984
L6S106.274388	511	7.6027443180548424
L6S275.273962	509	4.7876392724502423
L6S4.275020	509	6.5885734192649368
SI1y.609370	509	25.829685072729841
L6S303.273393	509	5.173461943746454
L6S74.274405	509	11.323325406262386
L6S133.273898	509	10.412529337425529
IG3z.609241	508	27.633045416550573
L6S297.274324	508	6.1993216684261361
L6S290.274380	508	12.509079978959498
M15.533977	508	11.804005594738564
L3S301.274885	507	25.347175407846841
L6S30.273685	507	9.3810927227386092
L6S60.274051	506	15.031527729506976
SH3x.609448	506	24.873627331357852
L6S202.274908	506	5.7134278422373299
ID3z.609484	505	29.284307288246879
L6S293.273746	505	8.2310036007755514
II4x.609546	505	23.402532391048293
L2S236.274123	505	4.6080943861515404
L6S270.274743	505	6.4320990571610865
L3S155.274831	504	15.369799691833592
L3S351.274147	504	13.384371700105596
SD2y.609628	503	32.814513730544263
IE3z.609444	503	31.821277755074242
L6S114.274035	503	11.388990000642357
SA5y.609467	502	25.304308298398908
L3S275.274900	502	17.261820748059282
L6S255.274962	502	9.4619097479377885
SG3x.609285	501	28.404965452629117
L3S63.273769	501	16.013023531152879
L6S220.273281	500	8.1386621634299647
SH3z.609263	500	24.893690380416047
SI3y.609449	500	18.431631367372653
SI1x.609314	500	34.676072025245965
L6S263.275008	500	6.9324784612302137
L3S267.273984	500	13.775312782148847
IC3x.609464	499	22.15140400456978
L6S48.273448	499	15.959586286152078
L1S151.274520	499	3.8249594813614265
II5z.609510	498	27.264902087368192
L6S265.274888	498	6.829192866714771
L6S276.274896	498	4.1918680721850547
L3S25.273932	497	17.308351422369473
L6S289.274072	497	8.2270795385549498
2704T.486560	496	38.601855757064527
L6S248.274436	496	11.34303234339305
FBH28May07.618241	496	53.240506329113927
L6S269.274211	495	6.3450527822508498
L6S320.274785	495	8.5703230798993992
IB1z.609673	494	23.433144501393759
L6S35.273945	494	14.966697139872013
L6S44.273955	494	15.239495904860917
L6S173.273554	494	14.910654880714761
L2S149.273233	493	6.6916713404374644
L6S84.273260	493	14.081538722414672
L3S127.274265	493	11.685048164177021
IF1z.609287	493	30.2847790507365
L6S77.273398	493	11.795398406927369
L5S37.273534	492	11.916264090177133
L6S253.274978	492	5.6630296539259657
L6S16.273914	492	6.5684805773004449
L6S259.274389	492	6.2847567935112565
IC2y.609596	491	23.034314078123877
L6S234.275085	491	10.923640366661727
L6S311.273396	491	7.2636973875181425
L6S268.273715	491	7.107991873565342
L6S196.273219	491	5.6757283445386335
L6S19.273386	491	12.655753725873442
IH1z.609255	490	29.795658629710807
L6S314.274708	487	5.5396825396825395
L6S291.273634	487	9.6906196600413708
IH2y.609293	487	55.048456938621214
L6S70.274306	486	16.277576027075767
IG2z.609286	486	35.813561701530254
L6S176.273600	486	5.542371418709009
L6S137.274318	486	9.3090878442445053
L6S18.273927	485	8.6910027706216884
L6S236.274050	484	10.461038808218211
IA4x.609581	484	44.803695150115473
L6S13.273783	483	13.069458074364846
L6S29.274259	483	9.0847362382635986
L6S308.274963	483	8.1683225642094541
L3S264.274946	483	7.6232327092090184
Y3ntc.H12.609353	482	98.892914653784217
IL5y.609336	482	29.007021063189569
ID3y.609610	482	27.730207748455925
L6S66.273601	482	12.776394422310759
SJ2z.609561	481	19.562926396361419
L6S300.273379	481	5.0929685385304095
NSBH03July09.618524	480	48.526315789473685
L6S62.274672	479	11.370155630149528
L6S232.273925	479	11.639318724685845
IA5x.609383	478	50.278453212016629
L4S21.273906	477	32.53409629460603
IB2z.609333	477	41.162567397887585
L6S91.273451	477	9.3707694806952944
L3S46.274636	476	11.684115290164145
L3S61.274866	476	19.154575892857142
L3S257.273445	476	27.165095373821529
SJ3z.609602	476	19.061085972850677
44923SDZ3.D7.Pnem.stom.609829	475	4.4249707171055492
L6S187.274747	475	9.784437316345528
L6S240.273413	475	12.031651084473543
L6S228.274539	474	7.0671193523113089
HKE20July07.618602	473	26.159230096237966
44923SDZ3.C6.Pnem.stom.609692	473	7.7811816192560173
L6S301.273255	473	4.4679729373517265
L4S13.273883	472	2.276684730426858
IH2x.609397	472	49.992281568385302
L6S219.274648	472	10.77497823094857
L6S65.275067	472	13.188910090919295
L6S5.273369	472	12.513165153718841
44923SDZ2.H5.Pnem.jeju.609920	471	3.1505105999937921
45661SDZ2.G6.Pnem.jeju.609862	471	8.2275645811557414
L6S211.273411	471	5.0606182827587842
L6S307.273972	470	6.1968128041327457
L6S306.273483	470	8.909422492401216
L6S266.274881	470	7.2883766906960483
L6S198.274076	469	5.8081228166068586
L6S64.274907	468	10.841634185072904
IH1y.609301	468	24.435954732213652
L6S130.273903	468	9.8683404776485002
L6S325.274851	468	5.3540171538596182
L6S247.274815	467	7.33834970029333
L6S42.274017	467	13.356770094110967
IC3y.609404	467	21.55264564404062
IB2y.609431	465	41.185127807900848
IG4z.609380	465	51.634498348113368
L6S204.274507	465	6.132341336940593
L6S69.273589	465	9.933886622591082
L6S197.274620	465	6.4721528169581681
44923SDZ3.C5.Pnem.stom.609819	465	4.6429551782283047
IC3.S2.G3.608760	464	62.705380659726572
L6S195.274605	464	8.6459992038216562
Phylospora.comosa.2.3.479906	463	49.910607866507746
SK1z.609571	463	47.304952605305964
L5S13.274019	463	10.238993710691824
SJ4y.609234	463	23.536121673003802
IM1z.609311	462	35.082834470277042
L3S326.274165	462	12.846282695528927
45187SDZ5.A3.Tfran.stom.609756	462	23.332545869753524
L3S279.273431	462	35.711835334476845
L6S75.274788	462	10.573828021007285
L6S15.274686	461	7.0151723495000819
L6S230.273449	461	14.847731059965707
L6S134.273538	461	14.289520211194265
L6S277.275113	460	5.4594867601433412
L5S41.273752	460	7.5876023176676171
L6S254.273309	459	6.2469034745707948
54323SDZ1.C4.Cguer.jeju.609842	459	8.0319232583739577
L6S21.273848	459	13.258264559145802
L6S257.274248	459	9.1170471579878605
L4S239.275052	458	2.8351288380354793
SF3x.609399	458	23.838287183780874
IB1y.609485	458	46.148123656802774
44568SDZ5.F3.Pnem.stom.609912	458	22.363903874448258
L6S50.274635	458	10.15326190153262
SI2z.609303	457	13.48343685300207
L2S309.273691	456	8.3294524649058612
IE3x.609535	456	25.610551489238347
SD1z.609300	454	39.51988242018453
L3S341.273777	454	10.817753674896533
L6S20.274952	454	8.7461711768726431
SF3z.609475	454	23.318385650224215
L6S27.275073	454	12.036343667315661
L6S188.273480	453	6.8651424379508494
L6S46.274928	453	10.339224050375787
L6S261.273370	453	8.2079510703363923
47548SDZ2.B7.Cang.colon.609891	453	34.771068347710681
II5x.609274	453	23.899838012958963
IG4x.609230	452	49.427807853080246
L6S267.273244	452	5.6693830034924328
L3S355.274967	452	11.100856954515491
SJ2y.609549	451	17.415256983602305
45661SDZ2.E8.Pnem.colon.609735	451	7.8878936723490316
L6S37.274263	451	13.975484261501212
L3S277.274737	451	17.123588916581149
L6S324.274356	451	5.196145194907035
IE3y.609459	450	30.112721417069245
IL2z.609643	450	24.197280879375178
