,Animal surface,Animal corpus,Animal secretion,Animal proximal gut,Animal distal gut,Plant surface,Plant corpus,Plant rhizosphere,Soil (non-saline),Sediment (non-saline),Sediment (saline),Surface (non-saline),Surface (saline),Aerosol (non-saline),Water (non-saline),Water (saline),Intertidal (saline),Hypersaline (saline),Sterile water blank,Mock community
g__Ellin506(58),0.10852897057760426,0.017241379310344824,0.00047892720306513397,0.0,0.0,0.02963565387117761,0.14735000701646953,0.11333809602782773,0.2614812298808051,0.03752535496957402,0.009424925901828958,0.1267409615114751,0.012508451656524675,0.10815983517675122,0.025287356321839073,0.002298850574712643,0.0,0.0,0.0,0.0
g__Nevskia(23),0.05928853754940712,0.0,0.08860342555994731,0.0,0.0,0.014492753623188404,0.09420289855072463,0.05356237964933617,0.42227247390290873,0.017837235228539576,0.006688963210702342,0.04743083003952569,0.0,0.043478260869565216,0.13430500658761527,0.017837235228539576,0.0,0.0,0.0,0.0
g__Actinoplanes(16),0.08888888888888889,0.0,0.007812500000000002,0.012500000000000002,0.07986111111111113,0.0,0.01059027777777778,0.3364583333333334,0.2394097222222222,0.0,0.010416666666666668,0.0840277777777778,0.0,0.12083333333333335,0.0013888888888888892,0.007812500000000002,0.0,0.0,0.0,0.0
g__Clostridium(49),0.038489079842463296,0.0,0.0015718739357103559,0.03651216584194653,0.171468587434974,0.006802721088435374,0.0060975609756097554,0.22987505189962554,0.05277269035750606,0.14548546691403835,0.09662142368909285,0.03728615964999607,0.019016697588126158,0.0,0.1100803957946815,0.027511961722488036,0.0,0.02040816326530612,0.0,0.0
g__Mycoplasma(37),0.25947509304754646,0.0006591957811470007,0.12243453742736381,0.1021021021021021,0.24324324324324326,0.08108108108108109,0.0,0.0,0.0,0.0,0.02702702702702703,0.038495094807863825,0.0,0.12548262548262548,0.0,0.0,0.0,0.0,0.0,0.0
g__Finegoldia(18),0.31328784925276143,0.1526965562053281,0.04103313840155944,0.0006497725795971409,0.144087069525666,0.0006497725795971409,0.0012995451591942817,0.00032488628979857043,0.0006497725795971409,0.0,0.02940220922677062,0.19733593242365166,0.00032488628979857043,0.11565951916829108,0.0016244314489928522,0.0009746588693957112,0.0,0.0,0.0,0.0
g__Paenibacillus(300),0.08128926187135141,0.009999999999999998,0.029668082056141742,0.09105337690631805,0.07341003742634176,0.0012534549474847979,0.0420502086243774,0.09007872854282269,0.2237994855116043,0.01708393458393458,0.020267507002801114,0.07140854166909152,0.10576368083271066,0.04734046203284569,0.08691413650542557,0.008619101486748545,0.0,0.0,0.0,0.0
g__Peptoniphilus(45),0.40974533644631705,0.06952538608191619,0.12506400837890147,0.0011466917390262337,0.1746483374005345,0.0,0.023249082830964364,0.0,0.0001511715797430083,0.0,0.04610733182161753,0.06945099691733693,0.0,0.07625575650314327,0.0035405490109322864,0.0011153512895673175,0.0,0.0,0.0,0.0
g__Peptococcus(16),0.37381460648775644,0.0,0.15935834011023764,0.05645161290322578,0.2340245775729647,0.0,0.0,0.0,0.0036764705882352945,0.0,0.0,0.08417649317791634,0.0,0.08849789915966387,0.0,0.0,0.0,0.0,0.0,0.0
g__Proteiniclasticum(12),0.24358718766613507,0.0,0.0,0.0,0.0,0.0,0.08333333333333336,0.0,0.2786796536796537,0.06799194957089695,0.1019195716564138,0.008333333333333337,0.013157894736842108,0.18216374269005856,0.02083333333333334,0.0,0.0,0.0,0.0,0.0
